OBJECTID,PlotID,SiteName,PreviouslyEvaluated,EstablishmentDate,Project,PriorityOrder,SamplingApproach,BaseOver,DesignStratum,MultidensityCategory,FieldOffice,DistrictOffice,AdminState,StateCode,SpeciesState,County,WetlandIndicatorRegion,LRR,ElevationFt,CowardinAttribute,Allotment,DesignLatitudeWGS84,DesignLongitudeWGS84,OfficeEvaluator,EvalStatus,OfficeEvalDate,NotSampledReason,RejectEvidence1,RejectEvidence2,OfficeEvalComments,AccessNotes,DistancefromRoad,PlotLayoutComments,AdditionalGuidanceNeeded,SampleTiming,Monumenting,BLMComments,BLMContact,Hitch,Hitch Notes,CollectWQ,CollectAnnualUse,CollectHummocks,Supplementals,GlobalID,CandidateReference,created_user,created_date,last_edited_user,last_edited_date,x,y
1985,AK-CYFO-RW-22648,,No,,AK_CentralYukonFO_2024,84,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2345.28414504,,,65.05562585,-154.5185943,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",79bd66fd-c402-4fe7-94b3-959d13360989,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:35 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:35 AM,-154.5185943,65.0556258500001
1986,AK-CYFO-RW-22649,,No,,AK_CentralYukonFO_2024,85,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,990.12969216,,,66.7151878,-150.7320105,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",bede6e2e-78bf-4c18-9177-2ff4c70e0397,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:37 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:37 AM,-150.7320105,66.7151878000001
1987,AK-CYFO-RW-22650,,No,,AK_CentralYukonFO_2024,86,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2671.9540572,,,65.68729114,-151.5386911,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",6844f80f-b019-494b-b0ee-3d0f806e21b6,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:38 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:38 AM,-151.5386911,65.6872911400001
1988,AK-CYFO-RW-22651,,No,,AK_CentralYukonFO_2024,87,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2310.66940848,,,65.76094567,-150.5395968,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",980d5744-7fa5-411b-8baa-df359799ee9f,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:40 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:40 AM,-150.5395968,65.7609456700001
1989,AK-CYFO-RW-22652,,No,,AK_CentralYukonFO_2024,88,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1519.00154184,,,65.29862069,-152.3882219,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",6c9f943f-ab24-4bf8-a8e0-a7dcd2fd15ff,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:41 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:41 AM,-152.3882219,65.2986206900001
1990,AK-CYFO-RW-22653,,No,,AK_CentralYukonFO_2024,89,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1595.8352532,,,65.92896391,-151.9554101,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",c998fad9-086d-449e-847e-45ee1a717036,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:43 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:43 AM,-151.9554101,65.92896391
1991,AK-CYFO-RW-22654,,No,,AK_CentralYukonFO_2024,90,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1886.32647144,,,66.69529412,-150.0488114,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",b94971d7-b275-49c8-9a30-f426b4dc0e9d,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:44 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:44 AM,-150.0488114,66.69529412
1992,AK-CYFO-RW-22655,,No,,AK_CentralYukonFO_2024,91,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1683.99264576,,,65.05816623,-155.4610616,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",b32d8a87-265f-4808-b55d-20af25347465,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:46 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:46 AM,-155.4610616,65.05816623
1993,AK-CYFO-RW-22656,,No,,AK_CentralYukonFO_2024,92,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,913.05418584,,,66.93200723,-150.9215585,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",4c93a96f-e3dc-49d8-b7fb-675574a5d3a7,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:47 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:47 AM,-150.9215585,66.9320072300001
1994,AK-CYFO-RW-22657,,No,,AK_CentralYukonFO_2024,93,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,984.8978004,,,65.83587317,-153.5709497,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",7031abe8-055c-43ae-8c1e-afb93c65720c,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:49 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:49 AM,-153.5709497,65.8358731700001
1995,AK-CYFO-RW-22658,,No,,AK_CentralYukonFO_2024,94,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2068.69761336,,,65.65200972,-151.4235449,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",d31f6c8f-77f8-4cb7-ae22-3f76480532e6,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:50 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:50 AM,-151.4235449,65.6520097200001
1996,AK-CYFO-RW-22659,,No,,AK_CentralYukonFO_2024,95,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2428.7040624,,,67.02543815,-149.8446407,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",12f204a3-0e28-4f9d-9ea7-4cfc36fdd38c,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:52 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:52 AM,-149.8446407,67.0254381500001
1997,AK-CYFO-RW-22660,,No,,AK_CentralYukonFO_2024,96,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1640.45380512,,,66.34238508,-150.4181265,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",39d7ce91-48f4-423b-864c-98ed6168bc3c,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:53 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:53 AM,-150.4181265,66.34238508
1998,AK-CYFO-RW-22661,,No,,AK_CentralYukonFO_2024,97,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,985.54543032,,,65.83535316,-153.1783455,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",3b9fbeea-43e0-4ccf-8482-6f54d60353d8,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:55 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:55 AM,-153.1783455,65.8353531600001
1999,AK-CYFO-RW-22662,,No,,AK_CentralYukonFO_2024,98,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1771.62018912,,,65.52035952,-151.2436718,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",a18f055d-5ef7-4bdd-bf69-46d61d82efe1,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:56 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:56 AM,-151.2436718,65.5203595200001
2000,AK-CYFO-RW-22663,,No,,AK_CentralYukonFO_2024,99,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2766.54870744,,,67.05151179,-148.7042579,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",a368a57e-4556-4c21-ae12-d49ab55e9392,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:58 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:58 AM,-148.7042579,67.0515117900001
2001,AK-CYFO-RW-22664,,No,,AK_CentralYukonFO_2024,100,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1570.18694304,,,65.46048997,-151.7944306,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",f1088719-972b-4cd4-b785-a2f9e60a3cee,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:59 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:14:59 AM,-151.7944306,65.4604899700001
2002,AK-CYFO-RW-22665,,No,,AK_CentralYukonFO_2024,101,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2918.0386632,,,64.90680283,-155.9888974,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",f25f9623-070e-46b2-9045-6b1685ebbf7a,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:01 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:01 AM,-155.9888974,64.9068028300001
2003,AK-CYFO-RW-22666,,No,,AK_CentralYukonFO_2024,102,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,843.36113568,,,65.70327386,-152.6022527,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",873322e2-d35c-407f-b16b-f50a8cddd579,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:03 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:03 AM,-152.6022527,65.7032738600001
2004,AK-CYFO-RW-22667,,No,,AK_CentralYukonFO_2024,103,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,910.3104528,,,65.96274439,-149.7150067,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",9a48d3fa-ba05-4410-b77e-41c6d31fd010,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:04 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:04 AM,-149.7150067,65.9627443900001
2005,AK-CYFO-RW-22668,,No,,AK_CentralYukonFO_2024,104,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,3223.85285784,,,66.65497679,-150.0458579,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",1ac61956-483e-496e-b107-764479136fbc,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:06 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:06 AM,-150.0458579,66.65497679
2006,AK-CYFO-RW-22669,,No,,AK_CentralYukonFO_2024,105,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1023.65914008,,,64.95554571,-155.2225388,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",938c65a9-e884-4f1d-9920-a1ec81b2d44d,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:07 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:07 AM,-155.2225388,64.9555457100001
2007,AK-CYFO-RW-22670,,No,,AK_CentralYukonFO_2024,106,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1438.95461496,,,66.92101707,-150.6354742,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",81304bdc-e1e7-4a6d-ad8f-6b1a8329c54a,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:09 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:09 AM,-150.6354742,66.9210170700001
2008,AK-CYFO-RW-22671,,No,,AK_CentralYukonFO_2024,107,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,766.92833808,,,65.97336726,-150.7253621,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",fe2c4930-60e5-44b7-b8fb-c94321339e7f,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:10 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:10 AM,-150.7253621,65.97336726
2009,AK-CYFO-RW-22672,,No,,AK_CentralYukonFO_2024,108,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2608.0112652,,,66.43544944,-149.9732693,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",d05d06bc-5fc8-4ed7-9a08-844ff3661a3d,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:11 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:11 AM,-149.9732693,66.4354494400001
2010,AK-CYFO-RW-22673,,No,,AK_CentralYukonFO_2024,109,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1649.20205832,,,65.56590415,-153.4231229,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",dc436aca-c210-4afe-b0c4-7d7361f3799b,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:13 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:13 AM,-153.4231229,65.5659041500001
2011,AK-CYFO-RW-22674,,No,,AK_CentralYukonFO_2024,110,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1010.86598856,,,66.18924901,-150.1807226,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",7b9c21f6-36f7-4a6f-8087-2434254bb277,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:15 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:15 AM,-150.1807226,66.1892490100001
2012,AK-CYFO-RW-22675,,No,,AK_CentralYukonFO_2024,111,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1337.46372312,,,66.28816912,-150.865052,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",198ae31b-fb20-4ce8-abab-93957cf69f28,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:16 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:16 AM,-150.865052,66.2881691200001
2013,AK-CYFO-RW-22676,,No,,AK_CentralYukonFO_2024,112,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2287.83668088,,,65.43387612,-151.457958,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",11bbe753-3f4e-428d-a96e-4d430e6474cb,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:18 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:18 AM,-151.457958,65.43387612
2014,AK-CYFO-RW-22677,,No,,AK_CentralYukonFO_2024,113,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,776.51975688,,,65.2701478,-155.8305581,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",4033c402-d895-4489-b608-19a0036d5e80,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:19 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:19 AM,-155.8305581,65.2701478000001
2015,AK-CYFO-RW-22678,,No,,AK_CentralYukonFO_2024,114,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,920.21978112,,,65.77714797,-152.7229223,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",0384f9c4-6d15-42c0-bacc-9520da0edefe,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:21 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:21 AM,-152.7229223,65.77714797
2016,AK-CYFO-RW-22679,,No,,AK_CentralYukonFO_2024,115,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1566.9527304,,,66.27535087,-149.9617383,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",121672e5-5273-4290-afee-a59c0a9adc42,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:22 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:22 AM,-149.9617383,66.2753508700001
2017,AK-CYFO-RW-22680,,No,,AK_CentralYukonFO_2024,116,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1204.43220432,,,66.61626574,-150.6668865,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",e70c2d3d-b38c-4b89-9293-15a26e235a3b,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:24 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:24 AM,-150.6668865,66.6162657400001
2018,AK-CYFO-RW-22681,,No,,AK_CentralYukonFO_2024,117,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1353.715494,,,65.55817015,-152.7525384,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",11d4d165-22f2-4170-a38d-80cadab91a9b,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:25 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:25 AM,-152.7525384,65.5581701500001
2019,AK-CYFO-RW-22682,,No,,AK_CentralYukonFO_2024,118,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1866.36149112,,,66.43371872,-150.7081364,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",c8c9ff21-3027-45cd-a3b5-a11c9a7f93e2,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:27 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:27 AM,-150.7081364,66.4337187200001
2020,AK-CYFO-RW-22683,,No,,AK_CentralYukonFO_2024,119,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,868.9789344,,,65.91488668,-153.5815632,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",a7a6c2a4-0478-4f4a-b407-658073ec3dd9,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:28 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:28 AM,-153.5815632,65.9148866800001
2021,AK-CYFO-RW-22684,,No,,AK_CentralYukonFO_2024,120,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1367.544066,,,66.82157651,-150.5702851,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",69c9e4ca-9dc4-46ef-b08b-a8ce0a761efd,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:30 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:30 AM,-150.5702851,66.8215765100001
2022,AK-CYFO-RW-22685,,No,,AK_CentralYukonFO_2024,121,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,890.65550808,,,65.56037024,-153.5340279,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",4d1c7529-bd9a-4217-9f17-3e2c6cb58b41,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:31 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:31 AM,-153.5340279,65.5603702400001
