OBJECTID,OrderCode,PointID,StreamName,StratumName,PointType,DesignLat,DesignLong,OfficeEvaluator,OfficeEvalDate,PreviouslyEvaluated,MergedPointID,MergedMonProgram,EvalStatus,ReasonNotSampled,NotSampledEvidence1,NotSampledEvidence2,BLMAdviceRequested,OfficeEvalComments,ContactInfoForAccess,NOCComments,Trip,TripNotes,CollectTNTP,CollectTurbidity,CollectThalwegDepthProfile,CollectBankAngle,CollectExtraBankPlots,CollectPoolTailFines,CollectNativeWoody,CollectGreenlineVegComp,CollectVegComplexity,CollectCoreSubset1,CollectCoreSubset2,CollectCoreSubset3,Supplementals,AdminState,District,FieldOffice,Project,BoatingFilter,Extra1,Extra2,created_user,created_date,last_edited_user,last_edited_date,GlobalID,SpeciesState,OriginalDesign,x,y
3766,8,PR-SS-11455,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.943713,-119.452022,Andrew Christensen,7/2/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Nontarget- Dry always during sample season or ephemeral,Previous evaluations found it is likely dry during sampling season.,Imagery shows dry conditions most of the year and a lack of bankfull features.,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:39 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:09 PM,b59f50ad-6b3f-4f32-8e17-387ffcada06b,EOR,OR_PrinevilleDO_Perennial_2016,-119.452026367,44.943725586
3767,9,PR-SS-11471,Boat Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.935897,-120.813426,Andrew Christensen,7/2/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Nontarget- Dry but possibly has flow during some sample seasons,Imagery,Previous field visit,No advice requested,Imagery shows the stream is typically dry.,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE DESCHUTES FIELD OFFICE,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:41 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:12 PM,e2c4bd88-6ed6-4b51-8f25-5dccb9bea0a9,EOR,OR_PrinevilleDO_Perennial_2016,-120.813415527,44.935913086
3768,10,PR-SS-11567,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.636719,-119.614034,Andrew Christensen,7/2/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Nontarget- Dry always during sample season or ephemeral,Imagery shows dry conditions most of the year and a lack of bankfull features.,Previous evaluations found it is likely dry during sampling season.,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:43 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:15 PM,8d4962d6-e3a9-4b66-be47-71bcf497e3de,EOR,OR_PrinevilleDO_Perennial_2016,-119.614013672,44.6367187500001
3769,11,PR-SS-11887,Straight Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.675041,-119.469622,Andrew Christensen,7/2/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Reattempt- Other temporarily inaccessible,BLM SMA,Imagery,No advice requested,Private land access denied. Unable to gain access to the reach in 2024. Contact BLM for access. Early- to mid-season.,,,OR1.8,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:44 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:17 PM,c6fbc687-3e82-4430-957e-4768943d0edd,EOR,OR_PrinevilleDO_Perennial_2016,-119.469604492,44.6751098630001
3770,12,PR-SS-11903,Birch Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.938489,-119.380859,Anna Smith,9/13/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Reattempt- Other temporarily inaccessible,Fire activity,Rejected due to lack of access due to ongoing fire activity.,No advice requested,Wait until fire closure lifts before visiting.,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:46 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:21 PM,15d8f495-17a1-41e7-9f72-410c8e208105,EOR,OR_PrinevilleDO_Perennial_2016,-119.38079834,44.9384765620001
3771,13,PR-SS-11919,Brocher Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.823611,-121.036671,Andrew Christensen,9/13/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Nontarget- Dry but possibly has flow during some sample seasons,Previous evaluation,Imagery,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE DESCHUTES FIELD OFFICE,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:48 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:23 PM,ba797999-1dc3-454a-9493-da1d6cdbe3d1,EOR,OR_PrinevilleDO_Perennial_2016,-121.036682129,44.8237304690001
3772,14,PR-SS-11935,Black Pine Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.301066,-119.555852,Andrew Christensen,9/13/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Nontarget- Dry but possibly has flow during some sample seasons,Previous evaluation,Imagery,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:50 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:25 PM,238143da-c84f-4765-bc6f-295738acd473,EOR,OR_PrinevilleDO_Perennial_2016,-119.555786133,44.301086426
3773,15,PR-SS-11967,Cry Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.850345,-119.78512,Andrew Christensen,9/13/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Nontarget- Dry always during sample season or ephemeral,Previous evaluation,Imagery,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:52 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:27 PM,68b53ac1-f815-4d4c-81fe-90e7ffda70d2,EOR,OR_PrinevilleDO_Perennial_2016,-119.785095215,44.8502807620001
3774,16,PR-SS-11999,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.6041,-119.658718,Andrew Christensen,9/13/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Nontarget- Dry always during sample season or ephemeral,Previous evaluation,Imagery,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:54 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:30 PM,4d9a440d-6554-4440-93c0-9d2d8bd1d5a5,EOR,OR_PrinevilleDO_Perennial_2016,-119.658691406,44.6041259770001
3775,17,PR-SS-12031,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,45.662583,-120.541275,Andrew Christensen,9/13/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Nontarget- Dry but possibly has flow during some sample seasons,Previous evaluation,Imagery,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:56 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:32 PM,3b816864-5a85-48e4-b677-36f8278e08ee,EOR,OR_PrinevilleDO_Perennial_2016,-120.54119873,45.6627197270001
3776,18,PR-SS-12079,Ferris Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.500757,-119.527059,Andrew Christensen,9/13/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Nontarget- Dry always during sample season or ephemeral,Previous evaluation,Imagery,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:57 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:34 PM,04536698-4890-4169-9a36-d663b7f745f2,EOR,OR_PrinevilleDO_Perennial_2016,-119.526977539,44.5006713870001
3777,19,PR-SS-12223,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.994841,-119.296727,Andrew Christensen,9/13/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Nontarget- Dry but possibly has flow during some sample seasons,Previous evaluation,Imagery,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:17:59 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:37 PM,23030ffd-b214-4f0e-9afd-0ff2ecffe25b,EOR,OR_PrinevilleDO_Perennial_2016,-119.296691895,44.9948730470001
3778,20,PR-SS-12255,Lookout Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.314781,-120.235878,Andrew Christensen,9/13/2024 7:00:00 AM,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,Easy access. The point is not located on the previous evaluation and should be moved to the proper channel.,,,OR1.7,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:01 PM,achr28,10/4/2024 6:26:36 PM,057551fd-8f4f-4656-92ac-61d6414c225a,EOR,OR_PrinevilleDO_Perennial_2016,-120.235877409671,44.3147800952788
3779,21,PR-SS-12335,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.717062,-119.659296,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:03 PM,kpoole7,4/4/2024 11:11:42 PM,e4a29e27-3f9b-40cd-868c-81dd43adbb25,EOR,OR_PrinevilleDO_Perennial_2016,-119.659301758,44.717102051
3780,22,PR-SS-12447,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.223822,-119.518183,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:04 PM,kpoole7,4/4/2024 11:11:42 PM,bd769ff9-16fc-4b5f-9f44-de418400d79a,EOR,OR_PrinevilleDO_Perennial_2016,-119.518188477,44.2238769530001
3781,23,PR-SS-12511,Roba Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.249447,-119.985025,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:06 PM,kpoole7,4/4/2024 11:11:42 PM,225ff099-2207-4e75-84f2-9cd0cd42cc5a,EOR,OR_PrinevilleDO_Perennial_2016,-119.984985352,44.2495117190001
3782,24,PR-SS-12703,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.424885,-119.494706,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:08 PM,kpoole7,4/4/2024 11:11:42 PM,5d75eaef-29fc-4c99-9e9a-8df42bfc69a5,EOR,OR_PrinevilleDO_Perennial_2016,-119.494689941,44.424926758
3783,25,PR-SS-12767,Nelson Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.5544,-120.1759,Andrew Christesnen,9/18/2024 7:00:00 AM,Yes,,,Not sampled- BLM approved,Reattempt- Other temporarily inaccessible,Field visit,,No advice requested,"Field visit in 2024- Upon arrival, the crew deemed that the reach could not be sampled due to it's dense vegetation. Backup site in case Straight Creek is not accessible. Easy access from hwy. Prev access notes: PARKED ON LOOP ON HIGHWAY 26. 35 MINUTE HIKE TO F.",,,OR1.8,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:10 PM,mkrott@blm.gov_BLM_EGIS,11/7/2024 9:40:40 PM,c2f2be52-bc43-4745-9569-34170ba43eb6,EOR,OR_PrinevilleDO_Perennial_2016,-120.17590332,44.554504395
3784,26,PR-SS-12911,Birch Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.750117,-119.598143,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:11 PM,kpoole7,4/4/2024 11:11:42 PM,fe9d21a4-89f8-45fc-86cc-ca2a005e6e0a,EOR,OR_PrinevilleDO_Perennial_2016,-119.598083496,44.75012207
3785,27,PR-SS-12927,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.964739,-119.407038,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:14 PM,kpoole7,4/4/2024 11:11:42 PM,93349537-b306-4d6c-b5b7-e7ad9618413d,EOR,OR_PrinevilleDO_Perennial_2016,-119.406982422,44.96472168
3786,28,PR-SS-12959,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.336159,-119.49427,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:16 PM,kpoole7,4/4/2024 11:11:42 PM,5a50c57c-45c2-4400-9c96-942d7ccd3958,EOR,OR_PrinevilleDO_Perennial_2016,-119.49420166,44.336303711
3787,29,PR-SS-13067,Ant Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,43.930059,-120.545557,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE DESCHUTES FIELD OFFICE,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:17 PM,kpoole7,4/4/2024 11:11:42 PM,a737a2d0-0f9d-4d06-81f5-25d991718a70,EOR,OR_PrinevilleDO_Perennial_2016,-120.545410156,43.9301147460001
3788,30,PR-SS-13103,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.531197,-119.540107,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:19 PM,kpoole7,4/4/2024 11:11:42 PM,d00f3df3-ab20-419d-a65f-aad611b5106e,EOR,OR_PrinevilleDO_Perennial_2016,-119.540100098,44.5313110350001
3789,31,PR-SS-13231,Dean Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.37085,-118.850681,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:21 PM,kpoole7,4/4/2024 11:11:42 PM,4e0a7cc4-f1f8-4d15-be11-0116c9965d80,EOR,OR_PrinevilleDO_Perennial_2016,-118.850708008,44.370910645
3790,32,PR-SS-13359,Branson Creek,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,44.668605,-119.638023,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE CENTRAL OREGON FIELD OFFIC,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:23 PM,kpoole7,4/4/2024 11:11:42 PM,86fac855-7386-4440-8e1d-0f386cad3a26,EOR,OR_PrinevilleDO_Perennial_2016,-119.638000488,44.6687011720001
3791,33,PR-SS-13391,,PrinevilleDO-Small Streams (1&2)-R,OvrSmp,45.42931,-120.849132,,,Yes,,,Oversample,,,,No advice requested,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,"Flowper, mussels and clams, eDNA",OR,PRINEVILLE DISTRICT OFFICE,PRINEVILLE DESCHUTES FIELD OFFICE,OR_PrinevilleDO,No,,,kcox@blm.gov_BLM_EGIS,2/20/2024 5:18:25 PM,kpoole7,4/4/2024 11:11:42 PM,70aa1151-6ca9-4656-9a0e-96b7e81250e9,EOR,OR_PrinevilleDO_Perennial_2016,-120.849121094,45.429321289
3792,1,CR-TR-81671,First Anvil Creek,ColoradoRiverValleyFO-Targeted,Targeted,39.552732,-107.970657,Alex Binsfeld,7/28/2024 11:00:00 PM,No,,,Sampled- Data summary reviewed,,,,No advice requested,"From Rifle Head North on 13 (~16.7mi), turn left onto County Rd 5 (~3.3mi), turn left onto Cow Creek Rd (Cow Creek Gulch) (~3.1mi), continue onto Roan Cliffs Rd (Co Hwy 249) (~18.2mi), take a right at (39.555555, -107.938670) onto First Anvil Rd / BLM Route 8016 and drive near as possible to point and hike down from ridge follwing path (~1.7mi) at most, OR take a right at (39.544367, -107.939042) onto BLM Route 8000P amd drive near as possible to point and hike along First Anvil Creek to site (~1.6mi) at most, hike could be very dense. 

Reason Selected: LHA; Temporal Constraints: This area isn't typically accessible until mid-June due to snow and muddy roads
; Can it be moved: The crew can move point as needed to maximize work flow and data collection.",,,,,Yes,No,No,No,,No,Yes,No,No,,,,surveyed cross section,CO,UPPER COLORADO RIVER DISTRICT OFFICE,COLORADO RIVER VALLEY FIELD OFFICE,CO_UpperColoradoRiverDO,No,,,lshank,2/23/2024 4:00:52 PM,albins4,10/15/2024 5:14:35 PM,0ca33520-b8e3-4128-a285-86bce42c64e2,CO,,-107.970656615,39.5527318470001
3793,2,CR-TR-27639, ,ColoradoRiverValleyFO-Targeted,Targeted,39.548397,-108.005225,Alex Binsfeld,8/26/2024 9:54:46 PM,No,,,Sampled- Data summary reviewed,,,,No advice requested,"Sampled at different stream due to access. From Rifle: Take Hwy 13 N, left on CR5, left on Cow Creek Rd, continue onto Roan Cliffs Rd/CR249, follow onto Oil Shale Corp land hanging a right to go NW, follow to XTO land where there will be a gate, enter code and go through gate, take right to go to oil pad area, park and hike to site. BE SURE TO STAY OFF OF/AWAY FROM OIL EQUIPMENT AND PARK OUT OF THE WAY TO NOT DISTURB OPERATIONS. IF CANNOT ACCESS/SITE IS DRY – MOVE POINT TO BACKUP LOCATION ON TRAIL GULCH, APPROACHING FROM NORTH (SEE ONX)Reason Selected: Sheep Trail Hollow. LHA for grazing permit renewal. ; Temporal Constraints: This area isn't typically accessible until mid-June due to snow and muddy roads
; Can it be moved: The crew can move point as needed to maximize flow and data collection.",,,CNHP_CO1_Hitch7,,Yes,No,No,No,,No,Yes,No,No,,,,surveyed cross section,CO,UPPER COLORADO RIVER DISTRICT OFFICE,COLORADO RIVER VALLEY FIELD OFFICE,CO_UpperColoradoRiverDO,No,,,lshank,2/23/2024 4:00:52 PM,albins4,10/7/2024 5:04:27 PM,e30c1338-39a8-40d2-8acc-202fab038ed9,CO,,-108.005224924,39.5483970010001
3794,3,CR-TR-45437,Dry Creek,ColoradoRiverValleyFO-Targeted,Targeted,39.40431,-108.019628,Alex Binsfeld,9/17/2024 10:01:32 PM,No,,,Not sampled- BLM approved,Nontarget- Dry but possibly has flow during some sample seasons,Field visit: 9/11/2024,,No advice requested,"Field visit: 9/11/2024- Completely dry, but looks to have had water within 2 to 3 weeks prior. From Parachute: Take CR300N continuing onto CR300E, left on CR308 heading south, take left at T, go through gate using gate code, follow OnX route to Dry Creek Rd taking left to go to site. Park and short hike to site. Reason Selected: Assess condition post Spring Creek Fire in 2023. ; Temporal Constraints: No; Can it be moved: The crew can move point as needed to maximize flow and data collection.",,,,,Yes,No,No,No,,No,Yes,No,No,,,,surveyed cross section,CO,UPPER COLORADO RIVER DISTRICT OFFICE,COLORADO RIVER VALLEY FIELD OFFICE,CO_UpperColoradoRiverDO,No,,,lshank,2/23/2024 4:00:52 PM,mkrott@blm.gov_BLM_EGIS,11/12/2024 7:41:58 PM,63d839dc-3b74-406c-a3c5-8cfc05eb1358,CO,,-108.019628387,39.404310222
3795,4,CR-TR-79935,East Fork Parachute Creek,ColoradoRiverValleyFO-Targeted,Targeted,39.572709,-107.942767,Alex Binsfeld,7/15/2024 8:00:00 PM,No,,,Sampled- Data summary reviewed,,,,No advice requested,"From Rifle Head North on 13 (~16.7mi), turn left onto County Rd 5 (~3.3mi), turn left onto Cow Creek Rd (Cow Creek Gulch) (~3.1mi), continue onto Roan Cliffs Rd (Co Hwy 249) (~11.2mi), turn right onto (BLM Route 8008) Long Ridge Road (~2.8mi), take a left onto Third Water Gulch Road (~2.1mi), site right off road

Reason Selected: LHA for grazing permit renewal; Temporal Constraints: This area isn't typically accessible until mid-June due to snow and muddy roads
; Can it be moved: The crew can move a short distance upstream and downstream. Unsure of how far beaver activity extends upstream of the barrier. Point can be moved to maximize data collection. Point should be above the barrier.",,,,,Yes,No,No,No,,No,Yes,No,No,,,,surveyed cross section,CO,UPPER COLORADO RIVER DISTRICT OFFICE,COLORADO RIVER VALLEY FIELD OFFICE,CO_UpperColoradoRiverDO,No,,,lshank,2/23/2024 4:00:52 PM,albins4,7/15/2024 8:05:52 PM,5cc7980b-aa0e-4f2a-9247-5faf43bcda4d,CO,,-107.942767006,39.572708762
3796,1,GJ-TR-68139,Carr Creek,GrandJunctionFO-Targeted,Targeted,39.635486,-108.614407,Alex Binsfeld,7/28/2024 3:38:17 PM,No,,,Sampled- Data summary reviewed,,,,No advice requested,"From Rifle take CO-13 North for 17 miles. Turn left onto CR 5 and take this for 24 miles before turning left on CR 26. Stay on CR 26 for about 30 miles. This road will eventually end in private property. About a mile before this happens, there is an unnamed two track that heads off to the left and follows a fence line. Take this as far as you can and park. You will be about 4 miles from the point here on State Wildlife Area land. Hike through multiple drainages before hiking into Carr Creek canyon to point. Be sure to stay on the short strip of BLM land while doing this. Hike will be about 9 miles round trip with 3,500 feet of gain and some dense bushwhacking. Be sure to pick route through cliffs carefully. Follow driving and hiking maps. Reason Selected: LHA for grazing permit renewal; Temporal Constraints: Crews can likely access from upstream on BLM to avoid requiring access from south. Directions the crew took in 2023 to a site further downstream should help with access. We can look at maps prior to the hitch. ; Can it be moved: Yes, the crew can move a short distance up or downstream","Grand Junction Field Office - Need landowner permission (Powell, Nona).",,,,Yes,No,No,No,,No,Yes,No,No,,,,surveyed cross section,CO,UPPER COLORADO RIVER DISTRICT OFFICE,GRAND JUNCTION FIELD OFFICE,CO_UpperColoradoRiverDO,No,,,lshank,2/23/2024 10:00:38 PM,albins4,7/28/2024 11:43:49 PM,6cc9cdfa-9d3f-429b-84b3-24326f09a1a4,CO,,-108.61440732,39.635485617
3797,2,GJ-TR-27804, ,GrandJunctionFO-Targeted,Targeted,39.574341,-108.557166,Alex Binsfeld,7/28/2024 3:41:10 PM,No,,,Not sampled- BLM approved,Nontarget- Dry but possibly has flow during some sample seasons,Field Visit 19-Jul-2024,,No advice requested,"Field Visit 19-Jul-2024- Clearly formed channel, but completely dry. From DeBeque: Take 45 Rd N, continue onto CR204, right onto what's labeled as CR207, left on unnamed dirt road to site, road eventually becomes private, follow to site. Will need landowner permission.Reason Selected: Left Fork Carr Creek is the stream name. LHA for grazing permit renewal. ; Temporal Constraints: Site access requires going through private land. Lotic and Riparian/Wetland AIM crews will need to coordinate to access and sample at the same time. Tentative sampling dates with BLM staff July 22-25. These dates are flexible. ; Can it be moved: Yes, the crew can move a short distance up or downstream. However, location needs to be coordinated with R&W AIM crew to both crews are sampling in the same location.",Grand Junction Field Office. ,,,,Yes,No,No,No,,No,Yes,No,No,,,,surveyed cross section,CO,UPPER COLORADO RIVER DISTRICT OFFICE,GRAND JUNCTION FIELD OFFICE,CO_UpperColoradoRiverDO,No,,,lshank,2/23/2024 10:00:38 PM,mkrott@blm.gov_BLM_EGIS,11/12/2024 7:42:01 PM,4fbf79da-764f-4f13-b147-35b74b8c5c8b,CO,,-108.557166298,39.5743411060001
