OBJECTID,PlotID,Project,FieldEvalDate,VisitType,StaticEvaluationID,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y
832,NV-NCD-RW-24523,NV_CarsonCityDO_2024,7/17/2024 3:30:01 PM,Full Sample Visit,NV-NCD-RW-24523_2024-07-17,87566555-de12-4a54-95af-6b9e7440461a,shahanesimonyan4,7/17/2024 3:30:04 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:08 PM,-118.570792496812,39.3332200262565
833,NV-NCD-TW-24002,NV_CarsonCityDO_2024,7/18/2024 3:06:06 PM,Full Sample Visit,NV-NCD-TW-24002_2024-07-18,cd6b3585-6233-4acc-b289-6792b6acaacf,shahanesimonyan4,7/18/2024 3:06:11 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:10 PM,-117.944900000327,39.5810399999907
834,NV-NCD-RW-24514,NV_CarsonCityDO_2024,7/19/2024 4:24:46 PM,Permanent Rejection,NV-NCD-RW-24514_2024-07-19,b967c69d-d656-4d5a-b76c-799f37ca6c1c,shahanesimonyan4,7/19/2024 4:24:55 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:11 PM,-117.856504111792,39.5766849112551
835,NV-NCD-TW-24004,NV_CarsonCityDO_2024,7/20/2024 2:33:44 PM,Small Site Pilot Sample Visit,NV-NCD-TW-24004_2024-07-20,c1683698-adc3-487e-8ee8-3186c20dcb33,shahanesimonyan4,7/20/2024 2:33:46 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:13 PM,-118.306820000256,39.5232499998567
836,NV-NCD-TW-24009,NV_CarsonCityDO_2024,7/21/2024 5:16:27 PM,Small Site Pilot Sample Visit,NV-NCD-TW-24009_2024-07-21,6620b0c1-4a91-4bd7-83dd-ce6afdde1aad,shahanesimonyan4,7/21/2024 5:16:31 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:15 PM,-118.284559999942,39.4454500000199
837,ID-CTFO-TW-24045,ID_CottonwoodFO_2024,7/21/2024 3:30:40 PM,Full Sample Visit,ID-CTFO-TW-24045_2024-07-21,3135b449-2762-4e07-b257-779f101c5993,natureriley,7/21/2024 3:30:47 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:16 PM,-116.284347922854,45.1748385829587
838,ID-CTFO-TW-24057,ID_CottonwoodFO_2024,7/19/2024 9:03:27 PM,Full Sample Visit,ID-CTFO-TW-24057_2024-07-19,0c963b88-039c-4cf0-820d-97d9cb8b9766,natureriley,7/19/2024 9:03:30 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:18 PM,-115.469149501146,45.8210065622043
839,ID-CTFO-TW-24051,ID_CottonwoodFO_2024,7/17/2024 3:13:11 PM,Full Sample Visit,ID-CTFO-TW-24051_2024-07-17,fdfcfbc3-4bce-4bfd-be3a-b613ae83a745,natureriley,7/17/2024 3:13:20 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:32 PM,-116.631716049715,45.9233635759175
840,ID-CTFO-TW-24057,ID_CottonwoodFO_2024,7/19/2024 9:04:34 PM,Full Sample Visit,ID-CTFO-TW-24057_2024-07-19,82017d32-3364-4657-a938-ec91269eb65a,natureriley,7/19/2024 9:04:45 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:34 PM,-115.469149501146,45.8210065622043
841,ID-CTFO-TW-24045,ID_CottonwoodFO_2024,7/21/2024 3:32:37 PM,Full Sample Visit,ID-CTFO-TW-24045_2024-07-21,3c7e19b4-2f7d-417a-9335-c029c1c3607e,natureriley,7/21/2024 3:32:45 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:35 PM,-116.284347922854,45.1748385829587
842,WY-PIFO-TW-24050,WY_PinedaleFO_2024,7/20/2024 10:24:27 PM,Full Sample Visit,WY-PIFO-TW-24050_2024-07-20,55d1a2c1-4817-424c-bb88-68de64868557,hollyspinden,7/20/2024 10:24:34 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:37 PM,-110.335206000081,42.4483780000809
843,WY-PIFO-TW-24062,WY_PinedaleFO_2024,7/19/2024 10:21:39 PM,Full Sample Visit,WY-PIFO-TW-24062_2024-07-19,df12571d-cbd8-49bb-ad2e-34608f45018f,hollyspinden,7/19/2024 10:21:47 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:39 PM,-110.367375999912,42.3699679998827
844,WY-PIFO-TW-24051,WY_PinedaleFO_2024,7/17/2024 2:15:41 PM,Full Sample Visit,WY-PIFO-TW-24051_2024-07-17,e1913187-8d9c-48b1-b3ad-dc113688dd7d,hollyspinden,7/17/2024 2:15:53 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:42 PM,-110.326289000076,42.4045249999192
845,WY-PIFO-TW-24059,WY_PinedaleFO_2024,7/18/2024 2:25:39 PM,Full Sample Visit,WY-PIFO-TW-24059_2024-07-18,a2ab532a-bb18-4055-9d88-417f3faf26cb,hollyspinden,7/18/2024 2:25:51 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:45 PM,-110.363240000037,42.4086860002386
846,WY-PIFO-TW-24058,WY_PinedaleFO_2024,7/19/2024 2:22:53 PM,Full Sample Visit,WY-PIFO-TW-24058_2024-07-19,6d032836-cda7-40fb-91ed-c719d5e91c2c,hollyspinden,7/19/2024 2:22:35 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:47 PM,-110.362239999955,42.3992329998358
847,WY-PIFO-TW-24050,WY_PinedaleFO_2024,7/20/2024 10:24:04 PM,Full Sample Visit,WY-PIFO-TW-24050_2024-07-20,7909d0a7-22d6-4558-8334-ea01928b1a22,mgschwartz919,7/20/2024 10:24:17 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:49 PM,-110.335206000081,42.4483780000809
848,WY-PIFO-TW-24050,WY_PinedaleFO_2024,7/21/2024 9:25:41 PM,Calibration Visit,WY-PIFO-TW-24050_2024-07-21,45555931-3993-40a8-bd01-3039499e4d41,mgschwartz919,7/21/2024 9:25:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:51 PM,-110.335206000081,42.4483780000809
849,WY-PIFO-TW-24051,WY_PinedaleFO_2024,7/17/2024 2:15:20 PM,Full Sample Visit,WY-PIFO-TW-24051_2024-07-17,930e6f8f-934e-4d4b-a5c1-6e4952675b4f,mgschwartz919,7/17/2024 2:15:24 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:52 PM,-110.326289000076,42.4045249999192
850,WY-PIFO-TW-24059,WY_PinedaleFO_2024,7/18/2024 2:25:47 PM,Full Sample Visit,WY-PIFO-TW-24059_2024-07-18,ff9167f8-2266-4c41-8910-04dc102d1a99,mgschwartz919,7/18/2024 2:25:50 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:54 PM,-110.363240000037,42.4086860002386
851,WY-PIFO-TW-24058,WY_PinedaleFO_2024,7/19/2024 2:23:12 PM,Full Sample Visit,WY-PIFO-TW-24058_2024-07-19,738d1d0a-1dc0-4f25-9b27-d11cb38573fd,mgschwartz919,7/19/2024 2:23:18 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:56 PM,-110.362239999955,42.3992329998358
852,WY-PIFO-TW-24062,WY_PinedaleFO_2024,7/19/2024 10:21:20 PM,Full Sample Visit,WY-PIFO-TW-24062_2024-07-19,940a98bd-a67e-41b1-99eb-469e74a1e854,mgschwartz919,7/19/2024 10:21:25 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:11:58 PM,-110.367375999912,42.3699679998827
853,UT-WDD-TW-24065,UT_WestDesertDO_2024,7/20/2024 8:43:07 PM,Full Sample Visit,UT-WDD-TW-24065_2024-07-20,54e70014-52c3-4865-802c-63551afdf5b8,tmasjukes0,7/20/2024 8:43:12 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:00 PM,-111.308645000097,41.7918860001466
854,UT-CLD-TW-24055,UT_ColorCountryDO_2024,7/18/2024 2:11:50 PM,Full Sample Visit,UT-CLD-TW-24055_2024-07-18,5390e687-5c4b-455a-a462-6dbfa7c6ae7e,tmasjukes0,7/18/2024 2:11:56 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:01 PM,-113.485699000012,37.6377199998346
855,OR-BRD-TW-24030,OR_BurnsDO_2024,7/22/2024 9:06:53 PM,Full Sample Visit,OR-BRD-TW-24030_2024-07-22,49cb9e0a-a318-432f-8b8e-22b927453486,vaneaton,7/22/2024 9:07:01 PM,kzaret5,10/30/2024 10:00:31 PM,-118.321899312533,42.7519374933086
856,UT-CYD-TW-24034,UT_CanyonCountryDO_2024,7/17/2024 2:41:22 PM,Full Sample Visit,UT-CYD-TW-24034_2024-07-17,68c665d4-11bf-44c3-bee3-f64ce9276427,turnertaylor99,7/17/2024 2:41:26 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:05 PM,-109.3936043259,38.3043097276948
857,UT-CYD-TW-24035,UT_CanyonCountryDO_2024,7/17/2024 11:54:31 PM,Temporary Rejection,UT-CYD-TW-24035_2024-07-17,12e7d851-806a-4a7b-817a-8bb40c378b78,turnertaylor99,7/17/2024 11:54:35 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:07 PM,-109.436489658612,38.6613152839899
858,UT-GRD-TW-24029,UT_GreenRiverDO_2024,7/18/2024 4:31:16 PM,Full Sample Visit,UT-GRD-TW-24029_2024-07-18,8bdc0dac-1c30-4c1f-8f62-e594695ca0c7,turnertaylor99,7/18/2024 4:31:20 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:09 PM,-110.438982994727,39.377951281101
859,UT-GRD-TW-24031,UT_GreenRiverDO_2024,7/20/2024 4:19:21 PM,Full Sample Visit,UT-GRD-TW-24031_2024-07-20,2145f479-81a0-451d-9f0f-21351f34d930,turnertaylor99,7/20/2024 4:19:24 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:10 PM,-109.24082999969,40.5948840001752
860,UT-GRD-TW-24030,UT_GreenRiverDO_2024,7/21/2024 3:14:42 PM,Full Sample Visit,UT-GRD-TW-24030_2024-07-21,c4b58967-672d-468e-be47-3a0fa7f1f3eb,turnertaylor99,7/21/2024 3:14:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:12 PM,-109.857181999785,40.0708000002553
861,UT-GRD-TW-003,UT_GreenRiverDO_2024,7/22/2024 2:12:47 PM,Full Sample Visit,UT-GRD-TW-003_2024-07-22,498f7ee7-576b-4a87-919d-3827acbc3be9,turnertaylor99,7/22/2024 2:12:52 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:14 PM,-110.891885699731,39.8114776803045
862,UT-GRD-TW-24029,UT_GreenRiverDO_2024,7/18/2024 4:32:16 PM,Full Sample Visit,UT-GRD-TW-24029_2024-07-18,a7910e82-8356-4e58-aa1a-6039f15cada6,turnertaylor99,7/18/2024 4:32:28 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:16 PM,-110.438982994727,39.377951281101
863,UT-GRD-TW-24031,UT_GreenRiverDO_2024,7/20/2024 4:19:53 PM,Full Sample Visit,UT-GRD-TW-24031_2024-07-20,8fc338de-dcd4-48d9-947b-a439fecfe6b8,turnertaylor99,7/20/2024 4:19:57 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:18 PM,-109.24082999969,40.5948840001752
864,UT-GRD-TW-24030,UT_GreenRiverDO_2024,7/21/2024 3:15:01 PM,Full Sample Visit,UT-GRD-TW-24030_2024-07-21,63714d30-2c0f-4d49-96eb-64dec29b9073,turnertaylor99,7/21/2024 3:15:11 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:20 PM,-109.857181999785,40.0708000002553
865,UT-GRD-TW-003,UT_GreenRiverDO_2024,7/22/2024 2:12:52 PM,Full Sample Visit,UT-GRD-TW-003_2024-07-22,3fd91f7a-aca6-4a54-83da-5732ce17ceb9,turnertaylor99,7/22/2024 2:12:56 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:22 PM,-110.891885662901,39.8114775761076
866,ID-CHFO-TW-24054,ID_ChallisFO_2024,7/16/2024 10:20:03 PM,Full Sample Visit,ID-CHFO-TW-24054_2024-07-16,8967a69e-9d0a-409f-bda7-a9a064fcde92,karasjostrom1,7/16/2024 10:20:20 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:23 PM,-114.135241000112,44.4643720002738
867,ID-CHFO-TW-24027,ID_ChallisFO_2024,7/18/2024 12:46:29 PM,Full Sample Visit,ID-CHFO-TW-24027_2024-07-18,c71e9902-5751-451b-ab30-2ce5cbe0f754,karasjostrom1,7/18/2024 12:46:36 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:25 PM,-114.150167999761,44.369409999762
868,ID-CHFO-TW-22062,ID_ChallisFO_2024,7/19/2024 2:10:10 PM,Full Sample Visit,ID-CHFO-TW-22062_2024-07-19,69431581-612a-45a6-8a6d-8e79c2a398e0,karasjostrom1,7/19/2024 2:10:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:26 PM,-114.299000859864,44.4166999909723
869,ID-CHFO-TW-24029,ID_ChallisFO_2024,7/20/2024 2:34:11 PM,Full Sample Visit,ID-CHFO-TW-24029_2024-07-20,03eedb71-8c67-41d9-8627-fd969e9e2d9f,karasjostrom1,7/20/2024 2:34:15 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:28 PM,-113.687234994653,44.4802279284429
870,ID-CHFO-TW-24028,ID_ChallisFO_2024,7/21/2024 2:26:15 PM,Full Sample Visit,ID-CHFO-TW-24028_2024-07-21,e06c4305-3339-4581-9618-8109226f2067,karasjostrom1,7/21/2024 2:26:32 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:30 PM,-113.971341946406,44.5394812519584
871,ID-CHFO-TW-24028,ID_ChallisFO_2024,7/22/2024 2:09:46 PM,Calibration Visit,ID-CHFO-TW-24028_2024-07-22,e51430e1-6a3c-4e76-ac17-989e9c0de7a9,karasjostrom1,7/22/2024 2:11:04 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:33 PM,-113.971342000305,44.5394819998168
872,ID-CHFO-TW-24054,ID_ChallisFO_2024,7/16/2024 10:20:02 PM,Full Sample Visit,ID-CHFO-TW-24054_2024-07-16,2d9805d1-6d4e-4c70-95de-70d35b02437d,21jesseg,7/16/2024 10:20:24 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:35 PM,-114.135240929145,44.464371957319
873,ID-CHFO-TW-24027,ID_ChallisFO_2024,7/18/2024 12:44:17 PM,Full Sample Visit,ID-CHFO-TW-24027_2024-07-18,809bab1e-206b-48b1-8dd8-9ddd43cf5875,21jesseg,7/18/2024 12:44:23 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:36 PM,-114.1501679791,44.3694101121395
874,ID-CHFO-TW-22062,ID_ChallisFO_2024,7/19/2024 2:12:00 PM,Full Sample Visit,ID-CHFO-TW-22062_2024-07-19,90ba8c9c-e032-4fa9-bc43-36bfb69ed342,21jesseg,7/19/2024 2:12:20 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:38 PM,-114.299000845491,44.4166999223169
875,ID-CHFO-TW-24029,ID_ChallisFO_2024,7/20/2024 2:35:28 PM,Full Sample Visit,ID-CHFO-TW-24029_2024-07-20,20c0f34a-d1a0-4e49-b9b6-fea0ebc4cdd3,21jesseg,7/20/2024 2:35:35 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:39 PM,-113.687234957822,44.4802280104834
876,ID-CHFO-TW-24028,ID_ChallisFO_2024,7/21/2024 2:22:29 PM,Full Sample Visit,ID-CHFO-TW-24028_2024-07-21,4515851a-772c-4379-addd-c6525375bcb3,21jesseg,7/21/2024 2:22:36 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:41 PM,-113.971342060492,44.5394819613994
877,ID-CHFO-TW-24028,ID_ChallisFO_2024,7/22/2024 2:10:42 PM,Calibration Visit,ID-CHFO-TW-24028_2024-07-22,6955ef2e-0827-4727-b328-0486f492cade,21jesseg,7/22/2024 2:11:03 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:43 PM,-113.971342000305,44.5394819998168
878,UT-WDD-TW-24066,UT_WestDesertDO_2024,7/19/2024 11:39:33 PM,Calibration Visit,UT-WDD-TW-24066_2024-07-19,d654664d-f375-4ef4-8c9c-73584c0beb8e,rachelakravitz,7/19/2024 11:39:52 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:45 PM,-111.231396012172,41.67781377867
879,UT-WDD-TW-24065,UT_WestDesertDO_2024,7/20/2024 8:42:26 PM,Full Sample Visit,UT-WDD-TW-24065_2024-07-20,0737fe58-807a-44c7-b4ba-c73bbd5e3ba9,rachelakravitz,7/20/2024 8:42:44 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:46 PM,-111.3086644073,41.7919344798386
880,NV-NOD-RW-24681,NV_ElkoDO_2024,7/4/2024 2:41:36 PM,Full Sample Visit,NV-NOD-RW-24681_2024-07-04,f265b7b0-d796-4108-94c3-ce157e93f4ce,lyndollsenf,7/4/2024 2:41:43 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:49 PM,-114.934131955921,41.6008456707328
881,NV-NOD-RW-24681,NV_ElkoDO_2024,7/4/2024 3:26:54 PM,Calibration Visit,NV-NOD-RW-24681_2024-07-04,f2caa6a3-0fc1-4c37-9957-eab7e7966c3a,lyndollsenf,7/4/2024 3:27:03 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:50 PM,-114.934131955921,41.6008456707328
883,NV-NOD-RW-24665,NV_ElkoDO_2024,7/5/2024 11:18:39 PM,Full Sample Visit,NV-NOD-RW-24665_2024-07-05,ec3e9db2-514e-443c-9367-faccec0837c3,lyndollsenf,7/5/2024 11:18:17 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:52 PM,-114.428118843584,41.6287216286788
884,NV-NOD-RW-24678,NV_ElkoDO_2024,7/7/2024 2:31:38 PM,Full Sample Visit,NV-NOD-RW-24678_2024-07-07,7e72777b-22bd-4a12-92cc-62b435206c42,lyndollsenf,7/7/2024 2:31:44 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:54 PM,-115.273536372261,41.2009906841757
885,NV-NOD-RW-24673,NV_ElkoDO_2024,7/8/2024 2:15:38 AM,Small Site Pilot Sample Visit,NV-NOD-RW-24673_2024-07-07,a43c0181-cbbc-463b-bbe7-43e0a75ba416,lyndollsenf,7/8/2024 2:15:45 AM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:56 PM,-115.502270780032,41.4421936378099
886,NV-NCD-RW-24507,NV_CarsonCityDO_2024,7/16/2024 9:25:02 PM,Full Sample Visit,NV-NCD-RW-24507_2024-07-16,f4a3b103-4fac-4654-92d2-1b1474bc3379,lyndollsenf,7/16/2024 9:25:07 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:12:57 PM,-118.578613726444,39.3518510617951
887,NV-NCD-RW-24523,NV_CarsonCityDO_2024,7/17/2024 3:29:08 PM,Full Sample Visit,NV-NCD-RW-24523_2024-07-17,80e20420-3b32-4e0b-a883-fb38c1ae807b,lyndollsenf,7/17/2024 3:29:14 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:00 PM,-118.570792496812,39.3332200262565
888,NV-NCD-TW-24002,NV_CarsonCityDO_2024,7/18/2024 3:10:19 PM,Full Sample Visit,NV-NCD-TW-24002_2024-07-18,2d9a9b5a-8812-4a14-bc1a-88a538777b41,lyndollsenf,7/18/2024 3:10:22 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:01 PM,-117.944900000327,39.5810399999907
889,NV-NCD-TW-24004,NV_CarsonCityDO_2024,7/20/2024 3:34:04 PM,Small Site Pilot Sample Visit,NV-NCD-TW-24004_2024-07-20,27802651-8da4-4968-92a4-f0478567422e,lyndollsenf,7/20/2024 3:34:08 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:03 PM,-118.306820000256,39.5232499998567
890,NV-NCD-TW-24009,NV_CarsonCityDO_2024,7/21/2024 8:26:57 PM,Small Site Pilot Sample Visit,NV-NCD-TW-24009_2024-07-21,6d7ed695-435f-40e1-b9ca-13f51a3b622d,lyndollsenf,7/21/2024 8:27:01 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:05 PM,-118.284559999942,39.4454500000199
891,OR-NWOD-TW-24004,OR_PrinevilleDO_2024,7/23/2024 8:59:07 PM,Full Sample Visit,OR-NWOD-TW-24004_2024-07-23,5a6c819a-49ee-46d2-b109-7091c62a222d,vaneaton,7/23/2024 8:59:17 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:07 PM,-121.476282999824,43.7709160003125
892,UT-GRD-TW-22022,UT_GreenRiverDO_2024,7/19/2024 2:57:35 PM,Full Sample Visit,UT-GRD-TW-22022_2024-07-19,f53ec4f7-160f-484d-8166-36b70e398c56,turnertaylor99,7/19/2024 2:57:39 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:09 PM,-109.141218094164,39.5377753442612
893,UT-GRD-TW-22022,UT_GreenRiverDO_2024,7/19/2024 2:56:08 PM,Full Sample Visit,UT-GRD-TW-22022_2024-07-19,2c2b574d-d1d8-4b75-86f1-9e4377a693ad,turnertaylor99,7/19/2024 2:56:12 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:10 PM,-109.141218094164,39.5377753442612
894,OR-NWOD-TW-24004,OR_PrinevilleDO_2024,7/23/2024 8:58:27 PM,Full Sample Visit,OR-NWOD-TW-24004_2024-07-23,8c8cee45-4b55-4758-8c31-993c4e6b93ca,vaneaton,7/23/2024 8:58:30 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:12 PM,-121.476282999824,43.7709160003125
895,OR-BRD-TW-24037,OR_BurnsDO_2024,7/18/2024 8:02:46 PM,Calibration Visit,OR-BRD-TW-24037_2024-07-18,857645e8-fae4-4217-964f-3fd87021792c,vaneaton,7/18/2024 8:03:11 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:14 PM,-118.69146939988,42.1765987001816
896,OR-BRD-TW-24037,OR_BurnsDO_2024,7/18/2024 11:35:41 PM,Full Sample Visit,OR-BRD-TW-24037_2024-07-18,b8fc6ee7-6f45-41b3-9c0e-941caa7e7c53,vaneaton,7/18/2024 11:35:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:15 PM,-118.69146939988,42.1765987001816
897,OR-BRD-TW-24033,OR_BurnsDO_2024,7/19/2024 11:52:31 PM,Full Sample Visit,OR-BRD-TW-24033_2024-07-19,ae0fbbc8-0c58-44c2-a74f-9b6c1901574c,vaneaton,7/19/2024 11:52:39 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:17 PM,-118.670740701037,42.1119554388156
898,OR-BRD-TW-24031,OR_BurnsDO_2024,7/21/2024 3:48:30 PM,Temporary Rejection,OR-BRD-TW-24031_2024-07-21,7b5b2cb4-78fb-4a9b-8cb0-41a335a1d84b,vaneaton,7/21/2024 3:48:35 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:19 PM,-118.741015099924,42.121725999706
899,OR-BRD-TW-24035,OR_BurnsDO_2024,7/21/2024 8:21:20 PM,Full Sample Visit,OR-BRD-TW-24035_2024-07-21,55598556-42f3-48d4-a514-755b1458d9da,vaneaton,7/21/2024 8:22:57 PM,kzaret5,10/30/2024 9:59:14 PM,-118.29195005913,42.741694108412
900,OR-BRD-TW-24030,OR_BurnsDO_2024,7/22/2024 7:47:40 PM,Full Sample Visit,OR-BRD-TW-24030_2024-07-22,6f5c868f-b26f-4097-b4f9-c187a8a1a214,vaneaton,7/22/2024 7:47:46 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:22 PM,-118.32189948084,42.7519374830316
901,AK-CYFO-RW-22513,AK_CentralYukonFO_2024,7/17/2024 6:23:13 PM,AK Full Sample Visit,AK-CYFO-RW-22513_2024-07-17,9eb6e2fb-03aa-4df2-8fca-0320a36e787a,sives5,7/17/2024 6:23:40 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:24 PM,-151.856021299924,65.5171718998219
902,AK-CYFO-RW-22471,AK_CentralYukonFO_2024,7/18/2024 5:11:20 PM,AK Full Sample Visit,AK-CYFO-RW-22471_2024-07-18,5528e279-32e9-4aa9-878d-6b802b42d589,sives5,7/18/2024 5:11:24 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:26 PM,-152.766735599617,65.6761162000457
903,AK-CYFO-RW-22503,AK_CentralYukonFO_2024,7/19/2024 6:25:45 PM,AK Full Sample Visit,AK-CYFO-RW-22503_2024-07-19,c255bb42-4e4d-4ea6-bc85-d962333fb210,sives5,7/19/2024 6:26:51 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:27 PM,-151.831282999556,65.8147265698566
904,AK-CYFO-RW-22499,AK_CentralYukonFO_2024,7/20/2024 5:47:28 PM,AK Full Sample Visit,AK-CYFO-RW-22499_2024-07-20,1ab49971-1187-4c19-80d3-d4dbadbf73b0,sives5,7/20/2024 5:47:41 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:29 PM,-151.959624899956,65.9685835100379
905,AK-CYFO-RW-22491,AK_CentralYukonFO_2024,7/21/2024 12:15:18 AM,Permanent Rejection,AK-CYFO-RW-22491_2024-07-20,a11a95eb-e6d4-4e8e-a0df-d1ccdee21e0f,sives5,7/21/2024 12:15:20 AM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:31 PM,-152.392682199774,65.3377021301018
906,AK-CYFO-RW-22506,AK_CentralYukonFO_2024,7/21/2024 6:51:45 PM,AK Full Sample Visit,AK-CYFO-RW-22506_2024-07-21,baa7cee4-2a6a-4f68-881f-6b6784133c72,sives5,7/21/2024 6:51:56 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:32 PM,-153.988539600253,65.6159308501453
907,AK-CYFO-RW-22467,AK_CentralYukonFO_2024,7/22/2024 12:42:54 AM,AK Full Sample Visit,AK-CYFO-RW-22467_2024-07-21,daf58200-4a64-4059-a3d3-ad2008b1506a,sives5,7/22/2024 12:42:57 AM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:34 PM,-153.027427400246,65.5257693601678
908,AK-CYFO-RW-22526,AK_CentralYukonFO_2024,7/22/2024 6:26:53 PM,AK Full Sample Visit,AK-CYFO-RW-22526_2024-07-22,505ce6f8-35f7-46bb-a51e-bc83dae0f9fb,sives5,7/22/2024 6:26:58 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:36 PM,-153.003770100152,65.7840793501192
909,AK-CYFO-RW-22519,AK_CentralYukonFO_2024,7/23/2024 5:12:12 PM,AK Full Sample Visit,AK-CYFO-RW-22519_2024-07-23,7d834bc6-58d4-4136-8749-2ed84a987e97,sives5,7/23/2024 5:12:15 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:37 PM,-151.7612648999,65.6788197599707
910,AK-CYFO-RW-22527,AK_CentralYukonFO_2024,7/24/2024 6:18:45 PM,AK Full Sample Visit,AK-CYFO-RW-22527_2024-07-24,44937ea2-0fc5-4a1b-bd32-44b1005e80a9,sives5,7/24/2024 6:18:52 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:13:39 PM,-151.293568000382,65.4595105198771
