objectid,GlobalID,SpecRichDetailEvaluationID,RecKey,Select Plant Species,Was voucher specimen collected for this species?,Collection Number,UnknownCode,UnknownCodeKey,Species Abundance,ParentGlobalID,CreationDate,Creator,EditDate,Editor
496,05eec6d5-52da-4203-b72e-8ef7bfdc13e1,CA-NCAD-TW-24019_2024-05-03,,AGXXXX,No,01,AG_01,CA-NCAD-TW-24019_2024-05-03_AG_01,1,018377ad-dec8-42ee-acb4-5111d9dabd24,5/7/2024 2:46:25 PM,ahoeft4,6/5/2024 10:31:32 PM,tgaffney4
497,35db249d-5770-42f3-92a2-59016c79d0be,CA-CCAD-TW-24087_2024-05-02,,QULO,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
498,2d8f8ae3-d83e-4527-86b9-2a96599356df,CA-CCAD-TW-24087_2024-05-02,,HOMU,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
499,21a1b80f-2fea-404d-87fe-5a0bd36ed5ab,CA-CCAD-TW-24087_2024-05-02,,VIVI,No,,,,3,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
500,76002918-662c-4a19-8dc7-ebf3fdae1bf1,CA-CCAD-TW-24087_2024-05-02,,RUCR,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
501,d212cfe3-e4c4-455f-ad98-e3962ba538ee,CA-CCAD-TW-24087_2024-05-02,,BRDI3,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
502,4cb69ea3-23da-45ca-aae3-ae773004292c,CA-CCAD-TW-24087_2024-05-02,,TODI,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
503,e328bb66-9f89-4d56-843e-9c92086f2370,CA-CCAD-TW-24087_2024-05-02,,RUAR9,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
504,df2a8ad3-1f2e-4f6b-9933-089e6f0d77a5,CA-CCAD-TW-24087_2024-05-02,,COAR4,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
505,018f4808-38a3-4098-b4f8-e65bd3b18b0e,CA-CCAD-TW-24087_2024-05-02,,HOBR2,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
506,ae7a9174-c02b-4efd-879b-3a797f74addc,CA-CCAD-TW-24087_2024-05-02,,PLLA,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
507,2cb19fbd-d2c6-4fcb-a1bb-53b6d429448b,CA-CCAD-TW-24087_2024-05-02,,LOCO6,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
508,07758c6a-0b4e-4a4a-bebc-8d9771338777,CA-CCAD-TW-24087_2024-05-02,,MELU,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
509,5d1f4624-b4da-46fc-9e01-f46872077c58,CA-CCAD-TW-24087_2024-05-02,,SOAS,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
510,2e782f90-10db-4ea4-b747-a9e15baff39f,CA-CCAD-TW-24087_2024-05-02,,LASE,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
511,83f1b689-edb6-4d68-96c4-e65946d0fc73,CA-CCAD-TW-24087_2024-05-02,,GRHI,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
512,3c2aabc0-cad2-4e48-8608-b7143cebd7d3,CA-CCAD-TW-24087_2024-05-02,,BRHO2,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
513,be5d6645-96d9-4e06-ad5e-b63e3192c551,CA-CCAD-TW-24087_2024-05-02,,GAAP2,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
514,9de259a3-11c8-4737-a7fa-9873367717f4,CA-CCAD-TW-24087_2024-05-02,,COBO,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
515,2fe5ce92-e501-40bf-b0cd-7f1444b30ec6,CA-CCAD-TW-24087_2024-05-02,,SAEX,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
516,82d6ec6e-dc98-4c8a-930b-dd5651405a4b,CA-CCAD-TW-24087_2024-05-02,,TRHI4,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
517,0ee38d5a-36dc-4d8f-8f48-c7f2db5c1d5c,CA-CCAD-TW-24087_2024-05-02,,SCCA11,No,,,,2,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
518,489721f4-2f64-4956-b6c1-a388918928b5,CA-CCAD-TW-24087_2024-05-02,,LUPE5,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
519,f5b2f60d-e36b-45ad-8682-450ec85843ac,CA-CCAD-TW-24087_2024-05-02,,LOPE,No,,,,4,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
520,6869bd6a-864a-4193-aefa-73483ff56ed9,CA-CCAD-TW-24087_2024-05-02,,DISP,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
521,ad348e66-14c4-45ab-b3d8-26fc3f8db7a3,CA-CCAD-TW-24087_2024-05-02,,CAPR5,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
522,a52aa7da-f562-4636-a24f-41881b94a98c,CA-CCAD-TW-24087_2024-05-02,,XAST,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
523,ac090627-9995-4858-b105-4f3cdc79bcb4,CA-CCAD-TW-24087_2024-05-02,,LELA2,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
524,7bff3df5-b9e0-4a9b-bb90-591df1b6581a,CA-CCAD-TW-24087_2024-05-02,,PFXXXX,No,01,PF_01,CA-CCAD-TW-24087_2024-05-02_PF_01,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
525,c7c6c24d-cf08-4f9a-86df-af07cf695b4a,CA-CCAD-TW-24087_2024-05-02,,GEDI,No,,,,1,3eb0abd3-4356-4f52-bb90-bc69d8946308,5/7/2024 5:19:36 PM,jhernandez601,5/7/2024 5:19:36 PM,jhernandez601
526,0a188128-9c2c-4156-92ff-6625106acbde,CA-CCAD-TW-24086_2024-05-03,,MEPU,No,,,,3,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
527,ee0a0989-5b67-4708-bfb3-8675e3c79491,CA-CCAD-TW-24086_2024-05-03,,CABA4,No,,,,3,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
528,120c6ebe-5258-4079-985c-abe6de7b5b51,CA-CCAD-TW-24086_2024-05-03,,RUCR,No,,,,3,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
529,293ea207-9576-4ce8-b303-220d94531ca7,CA-CCAD-TW-24086_2024-05-03,,JUXI,No,,,,2,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
530,4c34221b-ef3b-48d0-8a8b-771473d6e8a4,CA-CCAD-TW-24086_2024-05-03,,FRLA,No,,,,2,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
531,11302e22-b230-47a5-b54d-187450d68df3,CA-CCAD-TW-24086_2024-05-03,,SCCA11,No,,,,1,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
532,abfc9fd6-5169-4d73-913f-73a96766813a,CA-CCAD-TW-24086_2024-05-03,,XAST,No,,,,1,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
533,674f888d-53df-43a1-9a60-d472e1e66390,CA-CCAD-TW-24086_2024-05-03,,LUPE5,No,,,,3,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
534,2e968d81-04f5-4238-889d-6b379ff152ed,CA-CCAD-TW-24086_2024-05-03,,ROCU,No,,,,1,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
535,de8bf1b7-84f8-4f2f-a4c7-da3d5011abb3,CA-CCAD-TW-24086_2024-05-03,,CAPR5,No,,,,2,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
536,5e685c08-262d-4e1b-913a-00030fcaf3ae,CA-CCAD-TW-24086_2024-05-03,,COAR4,No,,,,2,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
537,c479ba9e-1e81-4bd9-b2e4-f8d7ce56d16a,CA-CCAD-TW-24086_2024-05-03,,ATPR,No,,,,2,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
538,ab5dc2bc-d2e2-4a8a-9f44-c0a152b96996,CA-CCAD-TW-24086_2024-05-03,,ANCO2,No,,,,2,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
539,4bda423d-7c9d-4527-a2e3-c2218a0a313c,CA-CCAD-TW-24086_2024-05-03,,QULO,No,,,,2,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
540,23e54867-a143-4f35-b8cc-e433fdb8d3af,CA-CCAD-TW-24086_2024-05-03,,LOPE,No,,,,2,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
541,56413e85-1e37-4fd0-969c-490dcd744942,CA-CCAD-TW-24086_2024-05-03,,SOAS,No,,,,1,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
542,682adae8-ad96-49b2-8346-10a76a08e69d,CA-CCAD-TW-24086_2024-05-03,,GAAP2,No,,,,1,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
543,f89c2da1-6651-4b98-bc1f-1d9bbeb264af,CA-CCAD-TW-24086_2024-05-03,,LELA2,No,,,,2,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
544,de141a87-0738-48cf-9e4d-f8429b5ba365,CA-CCAD-TW-24086_2024-05-03,,PLLA,No,,,,1,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
545,c28c38e0-a851-40cb-8bfd-b170acb158a5,CA-CCAD-TW-24086_2024-05-03,,RASA2,No,,,,1,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
546,fe184e12-6f9b-4e02-b73a-ec5519491d96,CA-CCAD-TW-24086_2024-05-03,,LUGR9,No,,,,2,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
547,784d101c-ffaa-49cf-afd4-c295dd0721b4,CA-CCAD-TW-24086_2024-05-03,,JUARL,No,,,,1,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
548,c29805aa-8c95-4248-a841-f60f8f1bb8b5,CA-CCAD-TW-24086_2024-05-03,,BRHO2,No,,,,1,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
549,ec5a9fa2-fdbb-459f-8f6d-080cc191b206,CA-CCAD-TW-24086_2024-05-03,,LASA,No,,,,1,1e118f15-fb74-430a-ae0e-78f677dfa7e7,5/7/2024 5:19:38 PM,jhernandez601,5/7/2024 5:19:38 PM,jhernandez601
550,d90d55d7-e0fd-4226-b8bc-e1bff02b66e6,CA-CCAD-TW-24085_2024-05-05,,XAST,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
551,7dc507d9-ffba-498e-be28-c81aab9d17a0,CA-CCAD-TW-24085_2024-05-05,,SCACO2,No,,,,4,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
552,d4a5718b-1881-413b-ba57-9f3b2ba7c224,CA-CCAD-TW-24085_2024-05-05,,SAEX,No,,,,3,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
553,a0336c09-1882-4a60-b8ae-f320452b09fe,CA-CCAD-TW-24085_2024-05-05,,RUCR,No,,,,2,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
554,4c70f8b9-02aa-4314-a852-548606ed031a,CA-CCAD-TW-24085_2024-05-05,,CYER,No,,,,4,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
555,4d2f7ed5-dd9b-4d35-88ec-c4a492c12ff9,CA-CCAD-TW-24085_2024-05-05,,MEPU,No,,,,2,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
556,0be8c81c-e00c-431d-904d-b3eb30c064cf,CA-CCAD-TW-24085_2024-05-05,,COBO,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
557,9935d196-06f1-47b4-8a24-33fb1e6ad66c,CA-CCAD-TW-24085_2024-05-05,,FRLA,No,,,,2,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
558,87777dba-2f77-49d1-98b1-5bd4675e54e0,CA-CCAD-TW-24085_2024-05-05,,LEMI3,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
559,b4ae47ca-581c-4ed9-a95d-e556675e10c9,CA-CCAD-TW-24085_2024-05-05,,LUPE5,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
560,eba09813-5c9b-4d19-a5f3-354c7173a0f6,CA-CCAD-TW-24085_2024-05-05,,POFR2,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
561,4a24f7ec-5d9c-4eb7-b2de-0dae26962d30,CA-CCAD-TW-24085_2024-05-05,,ELPA3,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
562,a047924f-7c98-4d18-8814-498b8894aa88,CA-CCAD-TW-24085_2024-05-05,,URDI,No,,,,2,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
563,86287390-f915-407b-99cd-e7fde208d6ea,CA-CCAD-TW-24085_2024-05-05,,ALLA2,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
564,1b1e4347-0661-463f-9a40-530a9f1953c5,CA-CCAD-TW-24085_2024-05-05,,LELA2,No,,,,2,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
565,a983d71e-3737-41f6-a0aa-5679cc15c3e6,CA-CCAD-TW-24085_2024-05-05,,RUUR,No,,,,2,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
566,c6202bd9-c071-4186-853f-7e33fa9ff35d,CA-CCAD-TW-24085_2024-05-05,,QULO,No,,,,2,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
567,c5095ac3-264c-4584-b920-c317ad2b0c89,CA-CCAD-TW-24085_2024-05-05,,ACNE2,No,,,,2,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
568,bb4bcf16-5c09-41df-b259-7e1a8e790937,CA-CCAD-TW-24085_2024-05-05,,POAM8,No,,,,2,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
569,46df7b6f-2e19-490b-8245-192d78ec3b23,CA-CCAD-TW-24085_2024-05-05,,LOCO6,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
570,3b7b476d-448e-4a89-89ef-9834b8a78f9d,CA-CCAD-TW-24085_2024-05-05,,PIEC,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
571,7178c514-f20f-44d3-afd7-68efc42cbf61,CA-CCAD-TW-24085_2024-05-05,,PLLA,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
572,7b895e45-86e0-44ed-b325-95d7d3dd627c,CA-CCAD-TW-24085_2024-05-05,,LOPE,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
573,60a9859a-439d-4715-9983-541e8c40837e,CA-CCAD-TW-24085_2024-05-05,,HOBR2,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
574,6f6a06d9-fb1f-43d9-bb7f-4616464f5fe8,CA-CCAD-TW-24085_2024-05-05,,JUXI,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
575,e0769fac-26bd-467e-a752-a084110dff21,CA-CCAD-TW-24085_2024-05-05,,BRHO2,No,,,,1,a05213e1-e73a-4d2a-934e-fcb84f0ff50e,5/7/2024 5:19:41 PM,jhernandez601,5/22/2024 6:32:02 PM,jhernandez601
576,0100befe-db84-4a51-83d9-901cfe02309b,CA-CCAD-TW-23052_2024-05-06,,BRRU2,No,,,,2,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
577,1445185d-7db3-4985-a770-c96dfdb1897d,CA-CCAD-TW-23052_2024-05-06,,AVFA,No,,,,2,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
578,b0ab4cd5-8538-4124-929f-b9f708b4ec1b,CA-CCAD-TW-23052_2024-05-06,,BRHO2,No,,,,2,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
579,da7d9099-4adc-4bf9-8723-52d1e3db351f,CA-CCAD-TW-23052_2024-05-06,,LOHU2,No,,,,2,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
580,54504c80-52e3-458b-a19e-633529d5100d,CA-CCAD-TW-23052_2024-05-06,,NAPU4,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
581,189b1a5f-1878-4183-8841-ce70fb7ffbba,CA-CCAD-TW-23052_2024-05-06,,CLPU2,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
582,d3d06153-2295-479e-a43f-ca4511156920,CA-CCAD-TW-23052_2024-05-06,,GAPA5,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
583,47e75376-ce7d-4441-bac3-1bd0fcd73333,CA-CCAD-TW-23052_2024-05-06,,SIDI,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
584,0641c3a7-3e38-4deb-ab35-afcb88103946,CA-CCAD-TW-23052_2024-05-06,,TRDI6,No,,,,2,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
585,b722865c-9bc5-47c9-a27f-a80c0fafad1c,CA-CCAD-TW-23052_2024-05-06,,ANFI3,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
586,746c6a0f-c256-4709-8b1c-124808d213f6,CA-CCAD-TW-23052_2024-05-06,,EUPE6,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
587,db3201e2-5621-4673-ac27-16079eb1a4fe,CA-CCAD-TW-23052_2024-05-06,,PLEL,No,,,,2,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
588,2aac2802-7918-4be9-be94-79473a11242f,CA-CCAD-TW-23052_2024-05-06,,ACMO8,No,,,,2,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
589,38f59498-7a54-4387-a2c6-c7484a5128a1,CA-CCAD-TW-23052_2024-05-06,,AGHE2,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
590,78316eff-ddb6-49ad-bec8-03d181f1b5bd,CA-CCAD-TW-23052_2024-05-06,,HYGL2,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
591,2997dead-9972-4b3f-b338-cf55f5565683,CA-CCAD-TW-23052_2024-05-06,,ERCI6,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
592,a6f3d2ca-7e69-4628-a6ab-410718309637,CA-CCAD-TW-23052_2024-05-06,,TACA8,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
593,fe6d52ca-53d0-4a21-82b5-e31c43893d22,CA-CCAD-TW-23052_2024-05-06,,TRLA16,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
594,aba9c35d-1981-4ecf-9373-9687dc52a81b,CA-CCAD-TW-23052_2024-05-06,,VUMI,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
595,eca33e2d-43dd-42bf-9e88-a81e587ddca1,CA-CCAD-TW-23052_2024-05-06,,LAMI,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
596,bb02c086-50a1-43c2-9d81-f20d2f37c9e0,CA-CCAD-TW-23052_2024-05-06,,CEGL2,No,,,,1,fe121d29-2ed2-4522-bb4b-b96562741876,5/7/2024 10:08:35 PM,mheine7,5/23/2024 10:44:59 PM,mheine7
